Antibiotic_class,GZC4,SCC7,YGC26,YNC10,YGC3,SCC18,YNC18,GZC39,YNC4,SCC27,YNC8,GZC10,YNC11,SCC9,YNC34,GZC45,YNC22,SCC6,YGC36,GZC7,YNC39,YNC40,GZC41,SCC4,GZC26,SCC12,YNC12,GZC9,GZC14,YNC31,SCC1,YGC31,YGC8,SCC5,YGC16,GZC1,YGC9,GZC37,YGC2,SCC11,GZC42,GZC46,YGC41,SCC22,SCC29,YGC18,SCC25,SCC17,YGC11,YNC17,SCC10,YNC37,YGC12,SCC3,YNC45,YGC47,GZC38,GZC36,YNC43,GZC33,SCC28,SCC23,YGC39,YGC51,SCC19,YNC9,YGC4,GZC12,GZC43,YNC46,SCC20,YNC35,SCC24,YGC15,YNC32,SCC16,GZC44,YGC43,YGC38,YNC24,YGC52,GZC40,YGC27,SCC15,YNC29,YGC48,GZC27,YGC45,GZC18,SCC8,GZC30,GZC32,GZC5,YNC44,GZC13,SCC30,YGC5,YGC50,GZC25,YNC47,YNC41,YGC53,GZC20,GZC3,YNC26,YNC7,YNC36,YGC14,YGC7,YGC1,SCC26,SCC21,SCC14,YNC3,YNC25,YNC15,SCC13,YGC25,GZC16,SCC2
Glycopeptide,8,80,388,20,20,1110,456,210,144,22,12,30,4,152,140,6,68,10,18,814,18,178,6,364,2,102,154,26,24,0,226,118,446,310,554,274,0,42,98,234,16,0,144,74,172,174,14,532,170,28,20,1554,14,112,68,258,28,0,448,0,30,50,0,6,66,50,80,550,4,2,132,510,62,180,1130,282,44,4,2,122,76,52,194,240,148,116,32,76,448,108,424,60,338,2,28,26,10,122,914,0,162,182,42,12,96,44,0,4,48,276,12,46,40,210,234,104,750,122,480,22
Glycopeptide,358,998,556,1536,24,138,152,80,54,1812,66,1760,414,2684,36,16,652,746,56,8,180,296,128,38,172,834,14,2754,66,140,206,412,802,272,14,58,26,966,14,2240,514,266,192,2276,1194,146,1412,46,20,1322,2230,20,92,164,148,12,210,714,16,60,676,2394,416,88,3512,146,10,22,100,264,160,376,134,148,142,226,20,112,30,46,242,140,28,264,186,4,192,506,594,66,70,104,494,254,84,530,378,2,28,0,94,82,134,62,114,136,620,118,372,96,2588,3120,172,684,466,150,16,186,40,2340
Glycopeptide,84,54,296,182,24,6,342,34,40,84,110,120,856,154,24,6,322,54,52,0,80,48,54,18,8,176,50,174,74,86,38,112,4,72,22,30,104,492,86,2044,94,60,312,130,1042,50,674,38,72,84,320,16,74,10,52,40,98,58,112,16,66,82,3056,48,166,890,30,2,56,588,82,104,220,130,412,28,4,82,18,16,1426,8,136,268,72,12,32,3424,46,30,18,42,40,72,36,2884,76,0,8,22,20,432,40,12,108,722,320,12,28,226,92,82,154,1748,224,460,4,214,152,60
Glycopeptide,62,8,22,190,12,0,0,4,4,4,10,40,32,2,0,0,0,4,6,0,0,0,44,0,0,4,2,28,10,0,2,46,2,2,4,2,0,22,0,16,58,0,118,4,6,2,10,0,4,34,12,0,8,0,2,2,4,0,0,2,4,28,0,16,8,0,10,18,6,0,2,0,0,114,0,4,130,16,6,0,0,2,0,0,0,0,0,0,24,2,0,18,10,0,4,2,30,0,0,0,0,4,2,298,2,0,6,78,10,112,6,34,6,0,0,0,0,68,0,0
Glycopeptide,18,10,18,0,8,0,0,56,20,18,4,4,16,4,0,2,6,28,8,2,0,4,14,0,0,14,0,32,34,0,0,20,10,8,2,6,0,12,6,2,20,0,48,16,8,22,4,0,6,0,8,10,40,0,0,4,4,4,4,12,0,12,0,18,6,0,6,0,6,0,0,4,2,40,0,2,2,6,18,0,2,30,6,2,2,2,20,0,14,0,6,30,6,0,50,2,4,0,24,0,0,4,14,2,2,0,0,8,10,22,4,30,0,10,0,0,0,44,0,0
Glycopeptide,312,512,74,10,48,292,44,410,206,124,36,222,210,366,6,46,70,74,64,400,6,48,190,114,70,814,0,274,74,6,520,206,1078,510,2428,460,12,156,22,180,286,114,162,1462,262,28,478,216,1080,564,156,2760,170,1180,18,14,62,122,18,26,564,152,2,232,482,18,18,136,144,654,278,24,1240,86,14,220,114,84,48,8,382,144,28,682,14,4,168,6,2820,596,206,378,650,0,184,3520,32,464,1704,228,14,52,44,224,38,28,1238,40,128,144,524,334,1520,4,8,10,36,84,2306,238
Glycopeptide,8,2,6,0,0,0,0,0,6,0,0,0,2,0,0,0,16,0,0,0,0,2,14,0,0,2,0,0,0,0,0,20,2,0,0,6,0,22,0,2,20,0,6,12,0,0,0,0,2,0,0,2,2,2,0,0,2,0,0,0,94,0,0,0,0,0,0,0,2,0,0,2,0,4,2,0,0,0,2,0,0,230,2,0,2,0,200,0,0,0,0,0,10,0,6,0,0,0,0,0,2,2,332,0,0,0,2,2,0,6,0,0,0,0,12,0,0,6,0,0
Glycopeptide,82,858,526,1692,564,122,66,12,22,1082,8,2580,92,1154,4,4,54,376,174,4,8,186,92,14,4,512,4,1518,32,6,80,230,912,204,42,16,14,160,2,916,208,92,114,1270,922,154,936,60,140,926,892,124,30,68,66,2,126,418,16,8,594,1298,8,44,1882,18,2,16,50,272,96,228,38,82,50,416,12,6668,644,14,1446,24,34,74,68,4,24,78,416,338,32,38,262,8,386,384,402,94,18,2,70,116,50,64,24,52,46,108,332,64,1032,2672,100,200,100,36,2,160,2,110
Glycopeptide,364,1236,716,1558,94,202,308,126,88,2084,86,1328,384,2370,172,12,1278,648,262,10,400,242,108,64,26,884,22,1718,142,502,114,254,642,342,2,154,270,1712,10,1354,380,282,296,1938,1048,254,1726,22,22,638,1788,84,106,102,72,2,58,798,42,0,224,2366,0,68,3056,122,8,46,106,50,152,150,140,120,150,322,152,166,34,114,0,30,2,294,790,6,164,48,336,108,112,240,646,688,174,494,528,2,20,0,106,18,98,58,152,110,174,104,612,80,2328,4308,118,218,950,202,10,262,30,80
Glycopeptide,52,270,266,458,18,256,56,196,124,300,222,662,616,332,398,56,74,140,72,18,80,182,28,44,120,168,28,646,68,58,124,154,288,74,20,66,14,66,46,482,64,42,228,238,168,162,296,12,22,344,380,140,76,54,20,52,60,12,26,18,86,262,4,38,556,18,44,32,140,38,40,110,1148,164,44,142,16,32,98,136,18,40,26,42,104,4,78,44,160,72,24,188,138,20,254,118,52,4,246,0,144,36,20,44,96,10,46,368,104,106,362,962,610,54,50,162,70,186,200,172
Glycopeptide,54,122,340,34,348,50,0,66,48,156,60,386,212,142,2,0,22,60,488,6,58,8,16,14,2,72,24,276,14,86,50,214,64,50,46,24,264,48,26,310,10,18,346,198,86,38,132,22,84,94,114,2,142,174,22,14,24,4,160,0,164,184,1114,40,286,574,34,2528,16,222,22,148,26,174,100,34,8,60,1442,2,20,0,34,70,2,8,16,26,52,256,324,124,810,0,38,84,122,0,130,30,0,28,0,588,18,754,66,34,286,532,344,206,122,26,48,28,2,368,54,34
Glycopeptide,618,1074,216,3464,76,298,338,180,96,1416,80,2436,306,1388,26,102,178,348,398,10,200,92,286,80,292,578,64,1510,56,18,150,186,314,214,36,78,254,402,46,1164,448,450,88,2078,800,268,966,162,98,2078,1056,52,208,120,38,12,212,726,108,408,388,1492,2,82,2288,108,58,70,472,160,266,252,82,76,156,660,150,210,78,10,20,42,184,260,610,2,94,118,404,190,24,268,516,14,820,476,578,10,84,34,54,236,28,130,44,98,928,136,890,78,1006,3268,92,274,494,110,78,98,50,170
Glycopeptide,4542,5884,3524,7206,4196,5134,5728,1766,6214,3046,10104,5240,2522,5260,11990,17084,4974,1300,11868,9016,7062,1358,848,5420,4760,4836,10262,3574,590,5250,7506,3724,7326,6092,9440,5702,16738,4418,8260,11556,3210,16502,1580,7282,4374,7132,5268,6104,4732,6936,3202,6220,3462,5310,21504,14900,10582,18112,7390,3262,11144,4372,1424,8976,4838,10730,9646,2964,3048,6412,4082,4844,15592,2068,4868,4240,1210,11546,2974,8438,5690,712,3844,3574,4130,2782,656,2694,5956,5800,4932,1102,3006,5220,3240,9838,5298,8910,4824,1052,1178,3766,1118,882,7538,7556,15348,4730,3076,2744,4662,6152,6336,4870,3944,7154,3632,2276,5556,7796
Glycopeptide,1512,2070,858,6050,542,208,184,52,218,1918,160,3104,870,3312,30,12518,262,606,472,592,220,188,296,70,466,1136,46,2476,116,70,320,750,1432,604,1360,228,874,1014,18,2674,1506,6172,506,2420,1002,382,1824,108,714,2748,2346,1636,336,294,104,28,2936,7874,1772,76,634,2560,970,92,3852,834,88,36,1334,716,170,606,168,358,320,304,52,4130,596,42,1152,26,64,134,292,20,52,108,2118,1174,152,182,1610,172,706,780,760,290,926,90,108,96,30,76,60,1942,1666,226,1468,576,2302,3766,668,468,430,100,16,382,1342,288
Glycopeptide,248,618,528,210,220,1100,620,600,2264,404,2052,134,170,754,96,130,1188,62,2588,144,2222,262,100,836,40,410,2512,82,14,46,1630,648,498,938,2902,98,1916,566,2048,2776,140,1434,230,1026,244,1888,998,614,50,164,268,178,290,1354,2728,1562,660,1464,1818,8,3172,270,10,4242,600,1790,5400,1150,62,784,384,530,4078,418,600,176,802,4,256,22,16,52,534,398,1470,222,46,146,26,404,118,70,240,34,228,410,2040,24,96,0,304,398,20,196,126,972,1254,746,340,418,1382,656,510,730,1060,2502,194,806,32,140
Glycopeptide,1106,5746,11758,3514,5474,17090,16702,6166,11712,2690,11324,4218,3044,7056,18598,172,8748,1214,3116,16830,4194,36398,662,13160,802,8212,6928,2560,702,10618,13748,4468,10374,14220,11912,11480,5672,2110,8292,16158,1070,1470,4750,5762,5712,12632,2444,17712,8332,9526,3376,12748,1868,8010,13104,7878,2550,1522,18946,356,7182,3488,48,3520,5128,6668,6782,5672,1488,2868,11116,17960,8530,4872,18530,15218,1132,312,2158,17270,6622,1940,9370,12032,20120,3372,1572,2820,12592,12322,10612,2442,3186,25288,1682,3172,10322,16078,12876,818,29246,9350,1566,1904,14972,4332,3628,3510,5526,7320,2220,4202,8972,8764,18850,14594,19674,3470,13222,4308
Glycopeptide,32,942,226,20,308,232,98,260,352,902,284,1588,406,1010,60,34,238,446,418,20,1420,68,58,144,2340,632,932,658,62,4,578,316,326,312,470,36,292,136,370,2344,98,504,96,694,598,292,1042,118,134,104,1340,102,122,112,492,244,204,232,212,3142,264,1174,12,780,1626,820,1008,148,1822,336,1780,176,518,78,88,304,20,1872,126,18,1290,198,588,88,244,40,134,54,222,678,30,64,294,28,156,358,390,18,52,0,62,716,386,66,16,962,306,162,80,108,968,3046,270,136,310,388,22,200,8,386
Glycopeptide,512,62,204,16,176,8,6,1208,196,38,56,68,348,36,16,56,190,6,90,22,16,86,616,0,16,38,6,294,276,48,84,326,20,12,18,372,36,348,112,84,674,30,244,72,24,192,28,8,130,30,70,32,548,158,8,102,110,20,10,8,636,130,2,1096,66,2,78,180,280,16,10,22,0,260,28,22,146,234,186,4,14,972,84,14,26,6,1092,4,26,36,42,1254,702,4,664,56,214,4,54,0,26,208,938,320,28,16,46,140,256,160,82,90,40,16,20,8,2,370,10,34
Glycopeptide,304,1536,996,972,24,418,56,52,106,2254,192,2950,564,2334,164,36,3656,610,120,12,76,988,62,156,32,1070,138,2518,54,118,158,1216,1652,450,26,30,182,332,42,1878,458,370,300,1898,1850,162,2060,210,14,348,1800,120,220,196,466,108,304,422,254,10,510,2252,0,154,3848,368,14,12,74,622,368,580,866,218,296,426,40,40,22,134,38,72,8,120,264,102,80,228,584,436,26,92,758,70,102,614,938,12,58,34,642,14,80,36,168,662,496,748,158,210,4314,4182,438,86,736,262,216,350,12,490
Glycopeptide,20,62,84,118,2,16,2,0,6,188,8,26,14,238,4,0,82,8,10,0,20,8,6,0,0,52,0,14,6,10,0,18,50,24,0,2,16,66,0,94,10,20,20,78,44,24,120,4,2,2,108,0,22,2,4,0,4,10,2,0,26,102,0,0,206,4,0,2,2,0,14,4,10,6,4,20,4,0,0,0,0,0,2,14,14,0,16,2,6,22,4,8,20,16,10,34,12,0,0,0,10,0,2,0,2,8,6,2,4,10,182,156,14,10,26,22,0,22,0,2
Glycopeptide,38,464,278,8,2,76,0,2,0,212,0,284,878,232,0,0,4,188,6,0,8,20,10,8,2,266,0,1088,0,40,42,92,168,86,0,4,2,18,2,2280,30,6,240,266,214,64,220,28,4,18,202,0,0,14,20,2,50,16,0,2,38,478,0,18,364,10,8,6,32,64,26,54,1868,154,32,228,6,2,2,6,0,0,0,54,0,2,12,30,206,606,6,22,58,2,8,154,60,0,6,0,2,0,2,2,6,32,66,438,14,60,330,604,1070,36,0,2,0,176,0,558
Glycopeptide,0,8,0,0,0,0,0,0,0,10,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,2,0,0,0,0,0,2,0,0,0,4,4,0,6,0,0,8,10,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,2,0,0,0,0,0,0,0
Glycopeptide,10,26,8,30,28,8,8,16,8,24,92,16,16,82,6,0,26,2,138,0,28,2,8,10,58,16,56,8,4,6,12,8,36,20,38,0,208,22,34,14,12,16,8,22,16,36,24,16,2,28,58,2,76,8,220,404,36,10,42,12,2,30,0,96,80,116,20,4,6,28,6,2,58,4,2,0,10,0,0,4,0,0,0,0,6,52,4,50,0,18,0,6,6,0,36,10,4,0,0,176,0,0,0,8,10,58,158,44,90,4,50,44,2,4,6,24,0,8,0,6
Glycopeptide,20,46,10,210,10,10,0,38,8,42,6,94,16,24,0,4,0,4,8,0,0,2,14,2,4,32,0,24,4,0,6,4,20,2,0,12,66,34,0,28,24,0,42,30,16,2,32,0,116,54,30,0,10,204,4,2,2,0,0,0,6,38,2,4,68,0,0,10,14,30,6,10,0,10,0,66,148,8,0,0,0,4,0,30,0,0,16,0,4,10,0,62,60,0,16,6,4,0,2,0,2,4,0,18,0,2,4,0,20,4,26,42,6,14,28,0,0,16,4,4
Glycopeptide,1016,572,866,386,144,104,28,48,80,938,86,1152,674,1210,20,18048,134,370,48,2,216,156,204,18,418,364,30,1108,34,70,38,556,348,154,2,18,1056,604,16,1188,1318,7914,588,1130,722,40,738,16,12,424,890,16,62,114,100,10,3788,10120,72,10,162,1556,1392,24,1482,980,128,8,1030,334,68,360,106,548,288,86,14,110,16,22,4,12,6,56,72,0,20,44,236,26,40,80,258,10,60,318,346,0,10,90,50,8,18,20,76,2556,152,148,116,716,1396,1408,266,114,52,20,0,556,4,34
Glycopeptide,4,84,22,266,2,6,0,2,0,120,0,128,0,124,0,2,0,32,0,0,0,2,4,2,2,36,0,288,10,0,0,4,26,20,0,0,0,0,2,84,2,2,0,94,34,0,102,0,0,42,112,0,6,0,8,0,6,0,0,0,10,94,0,0,132,0,0,0,4,0,2,44,8,10,2,2,0,0,0,0,0,0,0,0,0,0,4,0,78,2,0,22,24,0,34,12,2,0,0,0,4,0,0,2,0,0,8,0,8,4,134,112,10,0,2,0,0,6,0,4
Glycopeptide,2,4,0,8,6,2,6,6,2,10,4,52,16,12,0,6,6,12,6,0,0,0,8,0,0,6,2,24,10,0,0,54,62,0,2,0,0,14,4,4,6,0,30,10,0,6,8,0,4,54,10,2,36,0,4,8,10,6,0,0,0,18,0,18,12,10,2,18,10,2,0,4,20,0,2,0,8,14,12,0,0,4,0,0,6,0,8,0,16,0,4,16,14,0,10,2,0,2,0,0,0,4,6,38,4,0,32,2,144,0,8,14,0,0,36,0,0,4,0,0
Glycopeptide,34,120,244,26,408,178,720,396,424,46,86,64,32,112,312,24,236,18,358,640,218,336,24,328,180,104,218,102,126,234,122,166,336,286,460,478,390,40,516,272,24,130,150,128,76,642,78,202,640,64,102,178,138,102,178,434,112,60,370,80,54,90,0,84,200,184,554,378,46,8,166,326,188,122,402,294,114,22,44,310,388,166,454,126,766,170,104,156,338,68,580,126,136,88,98,32,54,316,420,0,304,648,62,60,226,110,48,12,346,202,162,66,54,516,254,634,714,110,360,28
Glycopeptide,444,42,98,30,108,4,6,708,98,58,46,68,208,52,32,12,238,28,52,6,24,66,482,4,4,48,0,118,64,20,14,162,84,8,18,244,18,276,90,48,512,32,88,50,38,112,26,2,68,10,72,14,360,22,18,70,92,22,16,2,794,64,2,686,70,6,58,204,112,26,4,14,2,74,12,22,118,146,102,0,6,1106,48,18,38,14,1028,6,16,18,28,754,542,0,430,8,152,8,32,0,28,146,924,332,66,10,52,74,212,60,114,68,24,22,28,2,2,92,12,22
Glycopeptide,14,62,210,68,4,100,22,20,44,66,8,78,4,114,8,2,4,14,8,152,2,12,24,214,0,74,2,80,2,0,80,42,146,186,26,338,0,2,0,90,20,0,44,76,30,18,68,426,576,50,108,36,10,52,2,0,12,0,2,0,20,58,0,8,76,0,4,106,4,18,96,24,0,22,14,100,48,14,4,10,234,0,0,142,4,0,2,0,30,138,204,18,52,0,14,22,2,520,40,0,4,2,2,2,16,2,2,0,6,14,42,114,98,16,0,4,832,30,18,62
Glycopeptide,164,234,164,118,68,270,248,204,562,372,512,452,362,460,62,20,182,188,446,18,334,108,202,168,48,142,390,712,156,16,276,158,290,200,410,46,360,198,352,2032,324,190,106,514,510,266,666,88,82,118,292,28,54,28,528,410,176,242,302,16,106,464,2012,700,926,556,664,192,44,292,74,142,658,78,220,104,3514,80,64,12,1010,156,200,24,244,114,244,1362,136,26,20,178,240,0,112,818,366,0,26,28,94,484,120,370,62,362,414,138,144,96,672,1028,102,658,234,624,44,144,96,58
Glycopeptide,96,178,222,92,26,58,44,246,50,276,14,246,46,230,30,6,58,62,12,28,20,92,96,82,2,162,4,328,78,18,6,124,154,70,66,86,30,102,32,206,120,8,68,436,204,28,264,70,48,478,262,154,68,34,56,14,108,4,34,4,38,428,0,96,444,12,34,18,40,62,24,142,20,62,46,58,36,36,8,12,20,54,136,18,20,6,64,2,108,42,30,220,162,14,158,80,26,56,64,0,60,154,52,30,40,18,94,18,82,96,346,522,38,64,64,36,40,60,36,14
Glycopeptide,86,90,100,62,34,134,100,232,356,132,326,176,42,504,16,2,156,46,402,28,274,90,156,144,4,68,362,254,62,2,136,196,168,106,472,60,292,128,360,324,100,142,70,154,88,296,226,56,16,140,150,30,84,6,322,280,92,208,208,4,58,182,0,648,444,240,818,150,26,90,40,118,480,120,76,14,28,24,50,10,0,122,94,12,158,46,94,42,36,24,36,166,112,2,106,62,282,0,22,0,38,80,64,32,36,118,158,124,84,118,364,208,24,138,152,364,10,166,2,34
Glycopeptide,24,52,82,112,50,216,162,196,546,76,452,34,24,124,102,16,294,22,596,160,488,46,38,188,10,64,592,96,18,602,334,136,144,194,658,20,402,120,550,558,26,230,54,54,68,348,216,120,18,36,82,200,52,16,672,446,138,292,600,0,54,128,2,786,92,460,1356,246,20,336,66,170,794,50,116,32,38,22,42,80,6,10,130,18,332,62,10,58,18,24,22,42,56,1448,82,30,424,0,42,28,60,80,12,22,120,222,204,204,80,108,300,154,44,186,256,570,38,160,8,16
Glycopeptide,1088,702,390,1102,36,118,32,202,94,856,56,2622,206,1386,20,62,104,308,70,10,70,112,262,42,122,518,8,1854,92,8,26,124,640,200,0,70,44,512,56,1040,962,280,166,778,592,60,924,0,30,1784,1072,18,94,38,58,14,546,322,4,32,262,1466,170,58,1728,138,26,38,254,738,76,312,80,100,92,238,44,104,36,14,118,162,22,12,10,14,142,458,318,56,26,354,408,0,322,494,94,6,90,0,42,82,180,62,108,86,2418,46,90,68,1736,2960,98,210,20,78,14,146,34,74
Glycopeptide,0,0,2,4,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,2,0,0,0,0,0,0,0,0,0,6,0,6,2,0,8,46,2,0,0,0,0,70,2,0,0,0,0,0,0,0,0,0,36,4,0,2,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,6,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,10,0,0,0,0,0,0,0
Glycopeptide,28,0,4,14,0,0,0,6,0,0,0,2,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,2,0,0,0,0,0,2,0,2,12,0,0,0,10,0,0,0,0,52,0,0,0,0,0,4,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,36,0,0,0,2,2,0,0,0,86,0,0,0,0,0,0,0,0,0,0,20,0,2,0,8,4,0,0,0,0,0,0,0
Glycopeptide,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Glycopeptide,36,38,8,244,0,0,48,0,102,22,4,10,0,22,0,0,0,8,0,4,0,0,56,0,0,20,0,16,0,0,2,0,0,2,0,0,0,8,0,12,40,0,8,6,6,0,12,0,0,216,42,0,4,6,0,0,0,0,8,0,2,50,0,2,34,0,8,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,2,2,0,10,0,0,2,8,0,0,0,0,0,0,0,12,0,0,0,4,2,0,10,92,16,0,0,0,0,0,0,0
Glycopeptide,28,6,6,132,0,2,0,2,10,44,0,80,2,8,0,0,24,12,0,0,2,10,58,0,0,10,0,552,0,0,0,0,0,4,0,4,0,8,0,60,50,0,0,20,22,2,16,0,0,152,12,0,4,0,4,0,8,0,0,0,0,70,0,6,14,0,0,0,8,0,2,0,0,6,0,8,2,2,0,0,0,12,0,0,2,0,14,0,38,0,0,14,10,0,6,8,0,0,2,0,0,0,14,0,0,0,0,0,12,0,20,92,0,0,4,0,0,2,2,0
Glycopeptide,74,98,268,438,6,14,26,8,72,184,10,226,78,324,8,0,8,50,22,0,10,48,46,4,18,74,4,108,16,28,46,50,42,20,6,0,10,136,0,314,162,4,104,188,288,52,48,308,4,326,170,4,12,14,4,0,8,18,32,14,106,152,0,22,396,6,0,2,8,4,14,30,256,82,20,26,0,16,0,0,0,4,0,20,14,0,2,2,132,48,2,2,26,22,36,294,20,2,10,14,18,0,2,0,2,14,10,14,112,40,58,204,676,78,32,0,0,164,2,16
Glycopeptide,782,1026,624,872,100,182,0,0,34,1270,50,4014,428,2276,2,12910,68,312,36,0,138,118,90,20,274,662,10,1836,8,28,26,322,662,282,0,8,716,352,10,1402,1246,5944,328,930,612,6,1176,38,2,794,1480,8,2,18,108,0,2870,7332,42,18,194,1340,972,20,2390,642,110,6,806,262,130,556,70,272,220,146,16,68,2,30,0,16,0,14,10,6,22,34,548,46,20,4,320,2,6,300,232,0,10,148,70,10,48,8,16,1446,184,88,32,414,1776,3380,218,110,18,4,0,320,0,38
Glycopeptide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glycopeptide,4,222,60,198,16,40,2,0,2,132,0,1218,6,264,0,0,14,42,0,0,0,44,8,4,0,200,0,304,0,0,20,12,76,90,0,0,2,10,2,230,32,0,20,110,66,6,202,0,4,78,288,0,56,14,12,0,40,0,2,0,92,192,0,12,318,0,0,2,0,0,22,72,24,4,6,38,4,6,0,0,2,2,0,0,0,0,0,0,84,18,12,0,62,0,0,66,4,0,0,0,8,0,10,2,0,0,0,0,58,0,310,1216,152,2,0,0,0,22,0,26
Glycopeptide,36,360,232,358,0,30,0,0,8,618,0,536,106,482,0,0,12,192,6,2,0,80,4,6,2,212,0,946,2,0,14,88,318,90,0,4,0,24,0,316,44,12,32,376,450,8,478,6,0,470,476,102,12,36,48,0,48,16,0,0,138,1010,0,14,856,10,0,0,4,256,34,128,14,40,18,80,10,0,2,0,0,6,0,26,4,0,8,34,306,152,4,0,102,0,2,100,136,0,0,0,50,0,24,0,0,44,66,66,72,28,528,1038,40,16,0,2,0,56,4,116
Glycopeptide,100,266,122,952,32,24,10,2,8,100,0,58,418,114,0,0,4,56,110,2,0,4,46,46,6,138,2,34,14,24,108,476,70,30,0,2,12,70,0,516,216,12,174,408,86,62,90,30,0,148,110,8,16,436,2,4,12,44,4,0,220,54,0,34,130,12,2,0,2,166,32,14,1046,84,14,96,2,8,0,0,4,4,0,64,0,0,28,12,8,82,12,16,20,8,90,122,136,0,2,0,0,4,10,4,4,8,2,122,104,46,160,78,604,28,0,10,2,78,0,98
Glycopeptide,42,172,1084,2,1118,10,4,4,34,204,106,14,518,210,76,0,42,98,1270,0,214,24,6,2,8,74,28,8,2,48,2,598,54,14,80,24,600,58,0,272,12,2,1046,106,98,78,186,0,186,4,164,86,6,40,8,58,6,4,128,0,56,100,2402,3428,230,1444,0,0,4,298,6,348,36,662,376,2,2,422,3818,84,194,0,38,6,0,16,0,1452,8,46,0,0,28,10,20,186,5834,6,0,72,10,42,0,0,52,2042,106,1576,4,1398,152,140,478,52,20,22,0,1248,0,28
Glycopeptide,114,66,248,330,2,8,14,0,128,114,48,194,112,28,2,0,4,46,58,0,32,8,24,2,4,20,42,272,2,18,36,218,58,14,0,0,6,62,0,82,34,0,422,166,66,64,72,4,0,798,66,8,28,44,12,20,24,4,4,4,48,150,0,20,134,48,10,2,22,12,6,24,0,268,10,10,4,2,0,2,0,0,0,8,0,6,0,12,92,6,4,2,12,2,140,210,118,0,2,0,0,0,4,0,2,54,110,30,46,200,56,146,14,94,6,4,0,502,0,10
Glycopeptide,0,36,4,34,2,4,0,4,4,64,0,82,4,100,6,8,2,36,0,0,0,10,4,0,0,18,0,472,0,0,0,2,20,4,8,6,6,4,4,44,10,0,4,42,22,0,40,0,0,18,92,0,6,0,4,4,10,0,0,0,6,110,2,2,138,12,2,2,8,0,6,30,0,0,4,6,4,14,6,2,2,0,2,0,0,0,2,0,46,0,2,4,10,0,14,10,2,0,4,0,2,8,2,0,0,2,0,14,14,2,30,90,0,0,0,0,0,8,0,0
Glycopeptide,0,44,8,76,2,0,0,0,0,108,0,14,0,106,0,0,0,16,0,0,0,0,0,14,0,22,0,40,0,0,4,6,2,12,0,2,0,6,2,54,6,0,4,316,60,2,36,0,0,186,112,0,0,0,2,0,8,2,0,0,4,76,0,12,106,0,0,0,0,0,4,6,4,0,2,8,0,0,0,0,0,2,0,0,0,0,2,0,20,20,0,0,16,0,0,32,0,0,0,0,2,0,0,0,0,0,0,0,2,0,90,148,2,2,0,0,0,2,0,2
Glycopeptide,2,58,102,6,0,2,10,0,0,10,0,8,408,10,0,0,0,16,10,0,0,0,2,2,0,14,0,32,6,16,0,46,0,4,0,0,0,12,0,190,0,0,116,14,8,68,10,0,0,30,30,0,2,2,0,0,4,10,0,0,256,18,0,4,28,12,0,0,26,158,0,10,882,58,6,8,0,0,0,0,0,0,0,0,0,0,0,12,6,10,0,0,2,0,0,100,28,2,0,0,0,0,0,0,2,2,34,288,2,28,0,18,428,4,2,0,0,68,0,114
